sample_id,day_id,split,scenario,seed,input_start_minute,input_end_minute_exclusive,target_start_minute,target_end_minute_exclusive,horizon_minutes
train-lunch-03-m056-h2,train-lunch-03,train,lunch,10013,46,56,56,58,2
train-lunch-03-m057-h2,train-lunch-03,train,lunch,10013,47,57,57,59,2
train-lunch-03-m058-h2,train-lunch-03,train,lunch,10013,48,58,58,60,2
train-lunch-03-m059-h2,train-lunch-03,train,lunch,10013,49,59,59,61,2
train-lunch-03-m060-h2,train-lunch-03,train,lunch,10013,50,60,60,62,2
train-lunch-03-m061-h2,train-lunch-03,train,lunch,10013,51,61,61,63,2
train-lunch-03-m062-h2,train-lunch-03,train,lunch,10013,52,62,62,64,2
train-lunch-03-m063-h2,train-lunch-03,train,lunch,10013,53,63,63,65,2
train-lunch-03-m064-h2,train-lunch-03,train,lunch,10013,54,64,64,66,2
train-lunch-03-m065-h2,train-lunch-03,train,lunch,10013,55,65,65,67,2
train-lunch-03-m066-h2,train-lunch-03,train,lunch,10013,56,66,66,68,2
train-lunch-03-m067-h2,train-lunch-03,train,lunch,10013,57,67,67,69,2
train-lunch-03-m068-h2,train-lunch-03,train,lunch,10013,58,68,68,70,2
train-lunch-03-m069-h2,train-lunch-03,train,lunch,10013,59,69,69,71,2
train-lunch-03-m070-h2,train-lunch-03,train,lunch,10013,60,70,70,72,2
train-lunch-03-m071-h2,train-lunch-03,train,lunch,10013,61,71,71,73,2
train-lunch-03-m072-h2,train-lunch-03,train,lunch,10013,62,72,72,74,2
train-lunch-03-m073-h2,train-lunch-03,train,lunch,10013,63,73,73,75,2
train-lunch-04-m010-h2,train-lunch-04,train,lunch,10014,0,10,10,12,2
train-lunch-04-m011-h2,train-lunch-04,train,lunch,10014,1,11,11,13,2
train-lunch-04-m012-h2,train-lunch-04,train,lunch,10014,2,12,12,14,2
train-lunch-04-m013-h2,train-lunch-04,train,lunch,10014,3,13,13,15,2
train-lunch-04-m014-h2,train-lunch-04,train,lunch,10014,4,14,14,16,2
train-lunch-04-m015-h2,train-lunch-04,train,lunch,10014,5,15,15,17,2
train-lunch-04-m016-h2,train-lunch-04,train,lunch,10014,6,16,16,18,2
train-lunch-04-m017-h2,train-lunch-04,train,lunch,10014,7,17,17,19,2
train-lunch-04-m018-h2,train-lunch-04,train,lunch,10014,8,18,18,20,2
train-lunch-04-m019-h2,train-lunch-04,train,lunch,10014,9,19,19,21,2
train-lunch-04-m020-h2,train-lunch-04,train,lunch,10014,10,20,20,22,2
train-lunch-04-m021-h2,train-lunch-04,train,lunch,10014,11,21,21,23,2
train-lunch-04-m022-h2,train-lunch-04,train,lunch,10014,12,22,22,24,2
train-lunch-04-m023-h2,train-lunch-04,train,lunch,10014,13,23,23,25,2
train-lunch-04-m024-h2,train-lunch-04,train,lunch,10014,14,24,24,26,2
train-lunch-04-m025-h2,train-lunch-04,train,lunch,10014,15,25,25,27,2
train-lunch-04-m026-h2,train-lunch-04,train,lunch,10014,16,26,26,28,2
train-lunch-04-m027-h2,train-lunch-04,train,lunch,10014,17,27,27,29,2
train-lunch-04-m028-h2,train-lunch-04,train,lunch,10014,18,28,28,30,2
train-lunch-04-m029-h2,train-lunch-04,train,lunch,10014,19,29,29,31,2
train-lunch-04-m030-h2,train-lunch-04,train,lunch,10014,20,30,30,32,2
train-lunch-04-m031-h2,train-lunch-04,train,lunch,10014,21,31,31,33,2
train-lunch-04-m032-h2,train-lunch-04,train,lunch,10014,22,32,32,34,2
train-lunch-04-m033-h2,train-lunch-04,train,lunch,10014,23,33,33,35,2
train-lunch-04-m034-h2,train-lunch-04,train,lunch,10014,24,34,34,36,2
train-lunch-04-m035-h2,train-lunch-04,train,lunch,10014,25,35,35,37,2
train-lunch-04-m036-h2,train-lunch-04,train,lunch,10014,26,36,36,38,2
train-lunch-04-m037-h2,train-lunch-04,train,lunch,10014,27,37,37,39,2
train-lunch-04-m038-h2,train-lunch-04,train,lunch,10014,28,38,38,40,2
train-lunch-04-m039-h2,train-lunch-04,train,lunch,10014,29,39,39,41,2
train-lunch-04-m040-h2,train-lunch-04,train,lunch,10014,30,40,40,42,2
train-lunch-04-m041-h2,train-lunch-04,train,lunch,10014,31,41,41,43,2
train-lunch-04-m042-h2,train-lunch-04,train,lunch,10014,32,42,42,44,2
train-lunch-04-m043-h2,train-lunch-04,train,lunch,10014,33,43,43,45,2
train-lunch-04-m044-h2,train-lunch-04,train,lunch,10014,34,44,44,46,2
train-lunch-04-m045-h2,train-lunch-04,train,lunch,10014,35,45,45,47,2
train-lunch-04-m046-h2,train-lunch-04,train,lunch,10014,36,46,46,48,2
train-lunch-04-m047-h2,train-lunch-04,train,lunch,10014,37,47,47,49,2
train-lunch-04-m048-h2,train-lunch-04,train,lunch,10014,38,48,48,50,2
train-lunch-04-m049-h2,train-lunch-04,train,lunch,10014,39,49,49,51,2
train-lunch-04-m050-h2,train-lunch-04,train,lunch,10014,40,50,50,52,2
train-lunch-04-m051-h2,train-lunch-04,train,lunch,10014,41,51,51,53,2
train-lunch-04-m052-h2,train-lunch-04,train,lunch,10014,42,52,52,54,2
train-lunch-04-m053-h2,train-lunch-04,train,lunch,10014,43,53,53,55,2
train-lunch-04-m054-h2,train-lunch-04,train,lunch,10014,44,54,54,56,2
train-lunch-04-m055-h2,train-lunch-04,train,lunch,10014,45,55,55,57,2
train-lunch-04-m056-h2,train-lunch-04,train,lunch,10014,46,56,56,58,2
train-lunch-04-m057-h2,train-lunch-04,train,lunch,10014,47,57,57,59,2
train-lunch-04-m058-h2,train-lunch-04,train,lunch,10014,48,58,58,60,2
train-lunch-04-m059-h2,train-lunch-04,train,lunch,10014,49,59,59,61,2
train-lunch-04-m060-h2,train-lunch-04,train,lunch,10014,50,60,60,62,2
train-lunch-04-m061-h2,train-lunch-04,train,lunch,10014,51,61,61,63,2
train-lunch-04-m062-h2,train-lunch-04,train,lunch,10014,52,62,62,64,2
train-lunch-04-m063-h2,train-lunch-04,train,lunch,10014,53,63,63,65,2
train-lunch-04-m064-h2,train-lunch-04,train,lunch,10014,54,64,64,66,2
train-lunch-04-m065-h2,train-lunch-04,train,lunch,10014,55,65,65,67,2
train-lunch-04-m066-h2,train-lunch-04,train,lunch,10014,56,66,66,68,2
train-lunch-04-m067-h2,train-lunch-04,train,lunch,10014,57,67,67,69,2
train-lunch-04-m068-h2,train-lunch-04,train,lunch,10014,58,68,68,70,2
train-lunch-04-m069-h2,train-lunch-04,train,lunch,10014,59,69,69,71,2
train-lunch-04-m070-h2,train-lunch-04,train,lunch,10014,60,70,70,72,2
train-lunch-04-m071-h2,train-lunch-04,train,lunch,10014,61,71,71,73,2
train-lunch-04-m072-h2,train-lunch-04,train,lunch,10014,62,72,72,74,2
train-lunch-04-m073-h2,train-lunch-04,train,lunch,10014,63,73,73,75,2
train-lunch-05-m010-h2,train-lunch-05,train,lunch,10015,0,10,10,12,2
train-lunch-05-m011-h2,train-lunch-05,train,lunch,10015,1,11,11,13,2
train-lunch-05-m012-h2,train-lunch-05,train,lunch,10015,2,12,12,14,2
train-lunch-05-m013-h2,train-lunch-05,train,lunch,10015,3,13,13,15,2
train-lunch-05-m014-h2,train-lunch-05,train,lunch,10015,4,14,14,16,2
train-lunch-05-m015-h2,train-lunch-05,train,lunch,10015,5,15,15,17,2
train-lunch-05-m016-h2,train-lunch-05,train,lunch,10015,6,16,16,18,2
train-lunch-05-m017-h2,train-lunch-05,train,lunch,10015,7,17,17,19,2
train-lunch-05-m018-h2,train-lunch-05,train,lunch,10015,8,18,18,20,2
train-lunch-05-m019-h2,train-lunch-05,train,lunch,10015,9,19,19,21,2
train-lunch-05-m020-h2,train-lunch-05,train,lunch,10015,10,20,20,22,2
train-lunch-05-m021-h2,train-lunch-05,train,lunch,10015,11,21,21,23,2
train-lunch-05-m022-h2,train-lunch-05,train,lunch,10015,12,22,22,24,2
train-lunch-05-m023-h2,train-lunch-05,train,lunch,10015,13,23,23,25,2
train-lunch-05-m024-h2,train-lunch-05,train,lunch,10015,14,24,24,26,2
train-lunch-05-m025-h2,train-lunch-05,train,lunch,10015,15,25,25,27,2
train-lunch-05-m026-h2,train-lunch-05,train,lunch,10015,16,26,26,28,2
train-lunch-05-m027-h2,train-lunch-05,train,lunch,10015,17,27,27,29,2
train-lunch-05-m028-h2,train-lunch-05,train,lunch,10015,18,28,28,30,2
train-lunch-05-m029-h2,train-lunch-05,train,lunch,10015,19,29,29,31,2
train-lunch-05-m030-h2,train-lunch-05,train,lunch,10015,20,30,30,32,2
train-lunch-05-m031-h2,train-lunch-05,train,lunch,10015,21,31,31,33,2
train-lunch-05-m032-h2,train-lunch-05,train,lunch,10015,22,32,32,34,2
train-lunch-05-m033-h2,train-lunch-05,train,lunch,10015,23,33,33,35,2
train-lunch-05-m034-h2,train-lunch-05,train,lunch,10015,24,34,34,36,2
train-lunch-05-m035-h2,train-lunch-05,train,lunch,10015,25,35,35,37,2
train-lunch-05-m036-h2,train-lunch-05,train,lunch,10015,26,36,36,38,2
train-lunch-05-m037-h2,train-lunch-05,train,lunch,10015,27,37,37,39,2
train-lunch-05-m038-h2,train-lunch-05,train,lunch,10015,28,38,38,40,2
train-lunch-05-m039-h2,train-lunch-05,train,lunch,10015,29,39,39,41,2
train-lunch-05-m040-h2,train-lunch-05,train,lunch,10015,30,40,40,42,2
train-lunch-05-m041-h2,train-lunch-05,train,lunch,10015,31,41,41,43,2
train-lunch-05-m042-h2,train-lunch-05,train,lunch,10015,32,42,42,44,2
train-lunch-05-m043-h2,train-lunch-05,train,lunch,10015,33,43,43,45,2
train-lunch-05-m044-h2,train-lunch-05,train,lunch,10015,34,44,44,46,2
train-lunch-05-m045-h2,train-lunch-05,train,lunch,10015,35,45,45,47,2
train-lunch-05-m046-h2,train-lunch-05,train,lunch,10015,36,46,46,48,2
train-lunch-05-m047-h2,train-lunch-05,train,lunch,10015,37,47,47,49,2
train-lunch-05-m048-h2,train-lunch-05,train,lunch,10015,38,48,48,50,2
train-lunch-05-m049-h2,train-lunch-05,train,lunch,10015,39,49,49,51,2
train-lunch-05-m050-h2,train-lunch-05,train,lunch,10015,40,50,50,52,2
train-lunch-05-m051-h2,train-lunch-05,train,lunch,10015,41,51,51,53,2
train-lunch-05-m052-h2,train-lunch-05,train,lunch,10015,42,52,52,54,2
train-lunch-05-m053-h2,train-lunch-05,train,lunch,10015,43,53,53,55,2
train-lunch-05-m054-h2,train-lunch-05,train,lunch,10015,44,54,54,56,2
train-lunch-05-m055-h2,train-lunch-05,train,lunch,10015,45,55,55,57,2
train-lunch-05-m056-h2,train-lunch-05,train,lunch,10015,46,56,56,58,2
train-lunch-05-m057-h2,train-lunch-05,train,lunch,10015,47,57,57,59,2
train-lunch-05-m058-h2,train-lunch-05,train,lunch,10015,48,58,58,60,2
train-lunch-05-m059-h2,train-lunch-05,train,lunch,10015,49,59,59,61,2
train-lunch-05-m060-h2,train-lunch-05,train,lunch,10015,50,60,60,62,2
train-lunch-05-m061-h2,train-lunch-05,train,lunch,10015,51,61,61,63,2
train-lunch-05-m062-h2,train-lunch-05,train,lunch,10015,52,62,62,64,2
train-lunch-05-m063-h2,train-lunch-05,train,lunch,10015,53,63,63,65,2
train-lunch-05-m064-h2,train-lunch-05,train,lunch,10015,54,64,64,66,2
train-lunch-05-m065-h2,train-lunch-05,train,lunch,10015,55,65,65,67,2
train-lunch-05-m066-h2,train-lunch-05,train,lunch,10015,56,66,66,68,2
train-lunch-05-m067-h2,train-lunch-05,train,lunch,10015,57,67,67,69,2
train-lunch-05-m068-h2,train-lunch-05,train,lunch,10015,58,68,68,70,2
train-lunch-05-m069-h2,train-lunch-05,train,lunch,10015,59,69,69,71,2
train-lunch-05-m070-h2,train-lunch-05,train,lunch,10015,60,70,70,72,2
train-lunch-05-m071-h2,train-lunch-05,train,lunch,10015,61,71,71,73,2
train-lunch-05-m072-h2,train-lunch-05,train,lunch,10015,62,72,72,74,2
train-lunch-05-m073-h2,train-lunch-05,train,lunch,10015,63,73,73,75,2
train-lunch-06-m010-h2,train-lunch-06,train,lunch,10016,0,10,10,12,2
train-lunch-06-m011-h2,train-lunch-06,train,lunch,10016,1,11,11,13,2
train-lunch-06-m012-h2,train-lunch-06,train,lunch,10016,2,12,12,14,2
train-lunch-06-m013-h2,train-lunch-06,train,lunch,10016,3,13,13,15,2
train-lunch-06-m014-h2,train-lunch-06,train,lunch,10016,4,14,14,16,2
train-lunch-06-m015-h2,train-lunch-06,train,lunch,10016,5,15,15,17,2
train-lunch-06-m016-h2,train-lunch-06,train,lunch,10016,6,16,16,18,2
train-lunch-06-m017-h2,train-lunch-06,train,lunch,10016,7,17,17,19,2
train-lunch-06-m018-h2,train-lunch-06,train,lunch,10016,8,18,18,20,2
train-lunch-06-m019-h2,train-lunch-06,train,lunch,10016,9,19,19,21,2
train-lunch-06-m020-h2,train-lunch-06,train,lunch,10016,10,20,20,22,2
train-lunch-06-m021-h2,train-lunch-06,train,lunch,10016,11,21,21,23,2
train-lunch-06-m022-h2,train-lunch-06,train,lunch,10016,12,22,22,24,2
train-lunch-06-m023-h2,train-lunch-06,train,lunch,10016,13,23,23,25,2
train-lunch-06-m024-h2,train-lunch-06,train,lunch,10016,14,24,24,26,2
train-lunch-06-m025-h2,train-lunch-06,train,lunch,10016,15,25,25,27,2
train-lunch-06-m026-h2,train-lunch-06,train,lunch,10016,16,26,26,28,2
train-lunch-06-m027-h2,train-lunch-06,train,lunch,10016,17,27,27,29,2
train-lunch-06-m028-h2,train-lunch-06,train,lunch,10016,18,28,28,30,2
train-lunch-06-m029-h2,train-lunch-06,train,lunch,10016,19,29,29,31,2
train-lunch-06-m030-h2,train-lunch-06,train,lunch,10016,20,30,30,32,2
train-lunch-06-m031-h2,train-lunch-06,train,lunch,10016,21,31,31,33,2
train-lunch-06-m032-h2,train-lunch-06,train,lunch,10016,22,32,32,34,2
train-lunch-06-m033-h2,train-lunch-06,train,lunch,10016,23,33,33,35,2
train-lunch-06-m034-h2,train-lunch-06,train,lunch,10016,24,34,34,36,2
train-lunch-06-m035-h2,train-lunch-06,train,lunch,10016,25,35,35,37,2
train-lunch-06-m036-h2,train-lunch-06,train,lunch,10016,26,36,36,38,2
train-lunch-06-m037-h2,train-lunch-06,train,lunch,10016,27,37,37,39,2
train-lunch-06-m038-h2,train-lunch-06,train,lunch,10016,28,38,38,40,2
train-lunch-06-m039-h2,train-lunch-06,train,lunch,10016,29,39,39,41,2
train-lunch-06-m040-h2,train-lunch-06,train,lunch,10016,30,40,40,42,2
train-lunch-06-m041-h2,train-lunch-06,train,lunch,10016,31,41,41,43,2
train-lunch-06-m042-h2,train-lunch-06,train,lunch,10016,32,42,42,44,2
train-lunch-06-m043-h2,train-lunch-06,train,lunch,10016,33,43,43,45,2
train-lunch-06-m044-h2,train-lunch-06,train,lunch,10016,34,44,44,46,2
train-lunch-06-m045-h2,train-lunch-06,train,lunch,10016,35,45,45,47,2
train-lunch-06-m046-h2,train-lunch-06,train,lunch,10016,36,46,46,48,2
train-lunch-06-m047-h2,train-lunch-06,train,lunch,10016,37,47,47,49,2
train-lunch-06-m048-h2,train-lunch-06,train,lunch,10016,38,48,48,50,2
train-lunch-06-m049-h2,train-lunch-06,train,lunch,10016,39,49,49,51,2
train-lunch-06-m050-h2,train-lunch-06,train,lunch,10016,40,50,50,52,2
train-lunch-06-m051-h2,train-lunch-06,train,lunch,10016,41,51,51,53,2
train-lunch-06-m052-h2,train-lunch-06,train,lunch,10016,42,52,52,54,2
train-lunch-06-m053-h2,train-lunch-06,train,lunch,10016,43,53,53,55,2
train-lunch-06-m054-h2,train-lunch-06,train,lunch,10016,44,54,54,56,2
train-lunch-06-m055-h2,train-lunch-06,train,lunch,10016,45,55,55,57,2
train-lunch-06-m056-h2,train-lunch-06,train,lunch,10016,46,56,56,58,2
train-lunch-06-m057-h2,train-lunch-06,train,lunch,10016,47,57,57,59,2
train-lunch-06-m058-h2,train-lunch-06,train,lunch,10016,48,58,58,60,2
train-lunch-06-m059-h2,train-lunch-06,train,lunch,10016,49,59,59,61,2
train-lunch-06-m060-h2,train-lunch-06,train,lunch,10016,50,60,60,62,2
train-lunch-06-m061-h2,train-lunch-06,train,lunch,10016,51,61,61,63,2
train-lunch-06-m062-h2,train-lunch-06,train,lunch,10016,52,62,62,64,2
train-lunch-06-m063-h2,train-lunch-06,train,lunch,10016,53,63,63,65,2
train-lunch-06-m064-h2,train-lunch-06,train,lunch,10016,54,64,64,66,2
train-lunch-06-m065-h2,train-lunch-06,train,lunch,10016,55,65,65,67,2
train-lunch-06-m066-h2,train-lunch-06,train,lunch,10016,56,66,66,68,2
train-lunch-06-m067-h2,train-lunch-06,train,lunch,10016,57,67,67,69,2
train-lunch-06-m068-h2,train-lunch-06,train,lunch,10016,58,68,68,70,2
train-lunch-06-m069-h2,train-lunch-06,train,lunch,10016,59,69,69,71,2
train-lunch-06-m070-h2,train-lunch-06,train,lunch,10016,60,70,70,72,2
train-lunch-06-m071-h2,train-lunch-06,train,lunch,10016,61,71,71,73,2
train-lunch-06-m072-h2,train-lunch-06,train,lunch,10016,62,72,72,74,2
train-lunch-06-m073-h2,train-lunch-06,train,lunch,10016,63,73,73,75,2
train-lunch-07-m010-h2,train-lunch-07,train,lunch,10017,0,10,10,12,2
train-lunch-07-m011-h2,train-lunch-07,train,lunch,10017,1,11,11,13,2
train-lunch-07-m012-h2,train-lunch-07,train,lunch,10017,2,12,12,14,2
train-lunch-07-m013-h2,train-lunch-07,train,lunch,10017,3,13,13,15,2
train-lunch-07-m014-h2,train-lunch-07,train,lunch,10017,4,14,14,16,2
train-lunch-07-m015-h2,train-lunch-07,train,lunch,10017,5,15,15,17,2
train-lunch-07-m016-h2,train-lunch-07,train,lunch,10017,6,16,16,18,2
train-lunch-07-m017-h2,train-lunch-07,train,lunch,10017,7,17,17,19,2
train-lunch-07-m018-h2,train-lunch-07,train,lunch,10017,8,18,18,20,2
train-lunch-07-m019-h2,train-lunch-07,train,lunch,10017,9,19,19,21,2
train-lunch-07-m020-h2,train-lunch-07,train,lunch,10017,10,20,20,22,2
train-lunch-07-m021-h2,train-lunch-07,train,lunch,10017,11,21,21,23,2
train-lunch-07-m022-h2,train-lunch-07,train,lunch,10017,12,22,22,24,2
train-lunch-07-m023-h2,train-lunch-07,train,lunch,10017,13,23,23,25,2
train-lunch-07-m024-h2,train-lunch-07,train,lunch,10017,14,24,24,26,2
train-lunch-07-m025-h2,train-lunch-07,train,lunch,10017,15,25,25,27,2
train-lunch-07-m026-h2,train-lunch-07,train,lunch,10017,16,26,26,28,2
train-lunch-07-m027-h2,train-lunch-07,train,lunch,10017,17,27,27,29,2
train-lunch-07-m028-h2,train-lunch-07,train,lunch,10017,18,28,28,30,2
train-lunch-07-m029-h2,train-lunch-07,train,lunch,10017,19,29,29,31,2
train-lunch-07-m030-h2,train-lunch-07,train,lunch,10017,20,30,30,32,2
train-lunch-07-m031-h2,train-lunch-07,train,lunch,10017,21,31,31,33,2
train-lunch-07-m032-h2,train-lunch-07,train,lunch,10017,22,32,32,34,2
train-lunch-07-m033-h2,train-lunch-07,train,lunch,10017,23,33,33,35,2
train-lunch-07-m034-h2,train-lunch-07,train,lunch,10017,24,34,34,36,2
train-lunch-07-m035-h2,train-lunch-07,train,lunch,10017,25,35,35,37,2
train-lunch-07-m036-h2,train-lunch-07,train,lunch,10017,26,36,36,38,2
train-lunch-07-m037-h2,train-lunch-07,train,lunch,10017,27,37,37,39,2
train-lunch-07-m038-h2,train-lunch-07,train,lunch,10017,28,38,38,40,2
train-lunch-07-m039-h2,train-lunch-07,train,lunch,10017,29,39,39,41,2
train-lunch-07-m040-h2,train-lunch-07,train,lunch,10017,30,40,40,42,2
train-lunch-07-m041-h2,train-lunch-07,train,lunch,10017,31,41,41,43,2
train-lunch-07-m042-h2,train-lunch-07,train,lunch,10017,32,42,42,44,2
train-lunch-07-m043-h2,train-lunch-07,train,lunch,10017,33,43,43,45,2
train-lunch-07-m044-h2,train-lunch-07,train,lunch,10017,34,44,44,46,2
train-lunch-07-m045-h2,train-lunch-07,train,lunch,10017,35,45,45,47,2
train-lunch-07-m046-h2,train-lunch-07,train,lunch,10017,36,46,46,48,2
train-lunch-07-m047-h2,train-lunch-07,train,lunch,10017,37,47,47,49,2
train-lunch-07-m048-h2,train-lunch-07,train,lunch,10017,38,48,48,50,2
train-lunch-07-m049-h2,train-lunch-07,train,lunch,10017,39,49,49,51,2
train-lunch-07-m050-h2,train-lunch-07,train,lunch,10017,40,50,50,52,2
train-lunch-07-m051-h2,train-lunch-07,train,lunch,10017,41,51,51,53,2
train-lunch-07-m052-h2,train-lunch-07,train,lunch,10017,42,52,52,54,2
train-lunch-07-m053-h2,train-lunch-07,train,lunch,10017,43,53,53,55,2
train-lunch-07-m054-h2,train-lunch-07,train,lunch,10017,44,54,54,56,2
train-lunch-07-m055-h2,train-lunch-07,train,lunch,10017,45,55,55,57,2
train-lunch-07-m056-h2,train-lunch-07,train,lunch,10017,46,56,56,58,2
train-lunch-07-m057-h2,train-lunch-07,train,lunch,10017,47,57,57,59,2
train-lunch-07-m058-h2,train-lunch-07,train,lunch,10017,48,58,58,60,2
train-lunch-07-m059-h2,train-lunch-07,train,lunch,10017,49,59,59,61,2
train-lunch-07-m060-h2,train-lunch-07,train,lunch,10017,50,60,60,62,2
train-lunch-07-m061-h2,train-lunch-07,train,lunch,10017,51,61,61,63,2
train-lunch-07-m062-h2,train-lunch-07,train,lunch,10017,52,62,62,64,2
train-lunch-07-m063-h2,train-lunch-07,train,lunch,10017,53,63,63,65,2
train-lunch-07-m064-h2,train-lunch-07,train,lunch,10017,54,64,64,66,2
train-lunch-07-m065-h2,train-lunch-07,train,lunch,10017,55,65,65,67,2
train-lunch-07-m066-h2,train-lunch-07,train,lunch,10017,56,66,66,68,2
train-lunch-07-m067-h2,train-lunch-07,train,lunch,10017,57,67,67,69,2
train-lunch-07-m068-h2,train-lunch-07,train,lunch,10017,58,68,68,70,2
train-lunch-07-m069-h2,train-lunch-07,train,lunch,10017,59,69,69,71,2
train-lunch-07-m070-h2,train-lunch-07,train,lunch,10017,60,70,70,72,2
train-lunch-07-m071-h2,train-lunch-07,train,lunch,10017,61,71,71,73,2
train-lunch-07-m072-h2,train-lunch-07,train,lunch,10017,62,72,72,74,2
train-lunch-07-m073-h2,train-lunch-07,train,lunch,10017,63,73,73,75,2
train-lunch-08-m010-h2,train-lunch-08,train,lunch,10018,0,10,10,12,2
train-lunch-08-m011-h2,train-lunch-08,train,lunch,10018,1,11,11,13,2
train-lunch-08-m012-h2,train-lunch-08,train,lunch,10018,2,12,12,14,2
train-lunch-08-m013-h2,train-lunch-08,train,lunch,10018,3,13,13,15,2
train-lunch-08-m014-h2,train-lunch-08,train,lunch,10018,4,14,14,16,2
train-lunch-08-m015-h2,train-lunch-08,train,lunch,10018,5,15,15,17,2
train-lunch-08-m016-h2,train-lunch-08,train,lunch,10018,6,16,16,18,2
train-lunch-08-m017-h2,train-lunch-08,train,lunch,10018,7,17,17,19,2
train-lunch-08-m018-h2,train-lunch-08,train,lunch,10018,8,18,18,20,2
train-lunch-08-m019-h2,train-lunch-08,train,lunch,10018,9,19,19,21,2
train-lunch-08-m020-h2,train-lunch-08,train,lunch,10018,10,20,20,22,2
train-lunch-08-m021-h2,train-lunch-08,train,lunch,10018,11,21,21,23,2
train-lunch-08-m022-h2,train-lunch-08,train,lunch,10018,12,22,22,24,2
train-lunch-08-m023-h2,train-lunch-08,train,lunch,10018,13,23,23,25,2
train-lunch-08-m024-h2,train-lunch-08,train,lunch,10018,14,24,24,26,2
train-lunch-08-m025-h2,train-lunch-08,train,lunch,10018,15,25,25,27,2
train-lunch-08-m026-h2,train-lunch-08,train,lunch,10018,16,26,26,28,2
train-lunch-08-m027-h2,train-lunch-08,train,lunch,10018,17,27,27,29,2
train-lunch-08-m028-h2,train-lunch-08,train,lunch,10018,18,28,28,30,2
train-lunch-08-m029-h2,train-lunch-08,train,lunch,10018,19,29,29,31,2
train-lunch-08-m030-h2,train-lunch-08,train,lunch,10018,20,30,30,32,2
train-lunch-08-m031-h2,train-lunch-08,train,lunch,10018,21,31,31,33,2
train-lunch-08-m032-h2,train-lunch-08,train,lunch,10018,22,32,32,34,2
train-lunch-08-m033-h2,train-lunch-08,train,lunch,10018,23,33,33,35,2
train-lunch-08-m034-h2,train-lunch-08,train,lunch,10018,24,34,34,36,2
train-lunch-08-m035-h2,train-lunch-08,train,lunch,10018,25,35,35,37,2
train-lunch-08-m036-h2,train-lunch-08,train,lunch,10018,26,36,36,38,2
train-lunch-08-m037-h2,train-lunch-08,train,lunch,10018,27,37,37,39,2
train-lunch-08-m038-h2,train-lunch-08,train,lunch,10018,28,38,38,40,2
train-lunch-08-m039-h2,train-lunch-08,train,lunch,10018,29,39,39,41,2
train-lunch-08-m040-h2,train-lunch-08,train,lunch,10018,30,40,40,42,2
train-lunch-08-m041-h2,train-lunch-08,train,lunch,10018,31,41,41,43,2
train-lunch-08-m042-h2,train-lunch-08,train,lunch,10018,32,42,42,44,2
train-lunch-08-m043-h2,train-lunch-08,train,lunch,10018,33,43,43,45,2
train-lunch-08-m044-h2,train-lunch-08,train,lunch,10018,34,44,44,46,2
train-lunch-08-m045-h2,train-lunch-08,train,lunch,10018,35,45,45,47,2
train-lunch-08-m046-h2,train-lunch-08,train,lunch,10018,36,46,46,48,2
train-lunch-08-m047-h2,train-lunch-08,train,lunch,10018,37,47,47,49,2
train-lunch-08-m048-h2,train-lunch-08,train,lunch,10018,38,48,48,50,2
train-lunch-08-m049-h2,train-lunch-08,train,lunch,10018,39,49,49,51,2
train-lunch-08-m050-h2,train-lunch-08,train,lunch,10018,40,50,50,52,2
train-lunch-08-m051-h2,train-lunch-08,train,lunch,10018,41,51,51,53,2
train-lunch-08-m052-h2,train-lunch-08,train,lunch,10018,42,52,52,54,2
train-lunch-08-m053-h2,train-lunch-08,train,lunch,10018,43,53,53,55,2
train-lunch-08-m054-h2,train-lunch-08,train,lunch,10018,44,54,54,56,2
train-lunch-08-m055-h2,train-lunch-08,train,lunch,10018,45,55,55,57,2
train-lunch-08-m056-h2,train-lunch-08,train,lunch,10018,46,56,56,58,2
train-lunch-08-m057-h2,train-lunch-08,train,lunch,10018,47,57,57,59,2
train-lunch-08-m058-h2,train-lunch-08,train,lunch,10018,48,58,58,60,2
train-lunch-08-m059-h2,train-lunch-08,train,lunch,10018,49,59,59,61,2
train-lunch-08-m060-h2,train-lunch-08,train,lunch,10018,50,60,60,62,2
train-lunch-08-m061-h2,train-lunch-08,train,lunch,10018,51,61,61,63,2
train-lunch-08-m062-h2,train-lunch-08,train,lunch,10018,52,62,62,64,2
train-lunch-08-m063-h2,train-lunch-08,train,lunch,10018,53,63,63,65,2
train-lunch-08-m064-h2,train-lunch-08,train,lunch,10018,54,64,64,66,2
train-lunch-08-m065-h2,train-lunch-08,train,lunch,10018,55,65,65,67,2
train-lunch-08-m066-h2,train-lunch-08,train,lunch,10018,56,66,66,68,2
train-lunch-08-m067-h2,train-lunch-08,train,lunch,10018,57,67,67,69,2
train-lunch-08-m068-h2,train-lunch-08,train,lunch,10018,58,68,68,70,2
train-lunch-08-m069-h2,train-lunch-08,train,lunch,10018,59,69,69,71,2
train-lunch-08-m070-h2,train-lunch-08,train,lunch,10018,60,70,70,72,2
train-lunch-08-m071-h2,train-lunch-08,train,lunch,10018,61,71,71,73,2
train-lunch-08-m072-h2,train-lunch-08,train,lunch,10018,62,72,72,74,2
train-lunch-08-m073-h2,train-lunch-08,train,lunch,10018,63,73,73,75,2
train-lunch-09-m010-h2,train-lunch-09,train,lunch,10019,0,10,10,12,2
